time,X_value,Y_value,Z_value
3.4618,-0.06090,0.01630,0.15690
3.5217,0.14290,-0.09580,-0.04740
3.5822,0.10980,0.08800,-0.16740
3.6322,0.14350,-0.14260,-0.02510
3.6919,-0.11600,-0.12130,-0.04530
3.7518,-0.00160,-0.00180,-0.20040
3.8116,-0.14500,0.04140,-0.39370
3.8732,-0.03350,-0.20910,-1.16250
3.9328,-0.79890,-0.56830,-2.10210
3.9927,-0.88480,-1.20750,-3.58760
4.0523,-2.16420,-4.27530,-8.91950
4.1119,-4.33060,-10.10150,-12.96270
4.1720,2.30640,-17.44400,0.57680
4.2321,-0.11860,7.24120,-2.92550
4.2916,-5.26120,36.18360,-2.00300
4.3526,-5.52380,-4.33160,-0.08990
4.4123,0.54770,7.34930,3.36130
4.4718,-5.30170,1.11260,-2.47260
4.5318,1.33930,0.03820,1.48140
4.5919,1.50110,0.18350,1.60560
4.6517,-2.62980,-0.03700,-0.55510
4.7118,1.53220,0.99190,0.40990
4.7716,0.61680,-0.30880,0.48500
4.8316,-0.15560,-0.16830,0.05780
4.8926,0.30400,0.13120,-0.16180
4.9527,-0.03800,0.26770,-0.03420
5.0116,-0.21260,0.28880,-0.08990
5.0719,-0.26830,0.00650,0.05170
5.1323,-0.23540,0.09350,-0.17050
5.1927,-0.08800,0.06500,-0.11690
5.2518,-0.31770,-0.20170,-0.10030
5.3118,-0.35700,-0.23570,0.26760
5.3716,0.08210,0.01980,0.12630
5.4316,-0.28410,-0.16260,0.12230
5.4916,0.20890,-0.26420,0.45610
5.5516,-0.12410,-0.31090,0.34510
5.6121,0.01670,-0.19490,0.14340
5.6721,-0.00620,-0.10150,0.16530
5.7321,-0.02330,-0.23170,0.24180
5.7924,-0.11000,0.04660,-0.04000
5.8519,-0.22140,-0.00720,0.00550
5.9119,-0.27780,0.08770,0.09680
5.9753,-0.26610,0.14690,0.02570
6.0319,-0.11940,0.17020,-0.01260
6.0921,-0.07510,0.01540,0.06610
6.1520,-0.25020,-0.13750,0.22170
6.2123,-0.12800,0.04690,0.08450
6.2619,-0.00800,0.01700,0.12760
6.3227,-0.12960,-0.08530,0.06790
6.3821,-0.02920,0.13170,-0.01710
6.4422,-0.15840,0.00290,-0.12190
6.5022,0.09380,0.11290,0.14060
6.5626,-0.26920,-0.01890,0.01730
6.6217,-0.02260,0.08890,-0.10180
6.6817,-0.10390,-0.14540,0.14130
6.7419,-0.18280,-0.00880,0.02170
6.8030,-0.25710,-0.00320,0.03230
6.8643,-0.11690,0.01480,-0.01250
6.9221,-0.07140,-0.14490,0.25310
6.9821,-0.08150,0.15960,-0.09720
7.0417,-0.19310,0.01820,-0.00970
7.1018,0.04360,0.08070,-0.01490
7.1616,-0.19660,0.03310,-0.00430
7.2217,0.00080,-0.00070,0.14110
7.2815,-0.04670,0.04720,0.07170
7.3419,-0.10700,0.07040,0.07480
7.4018,0.02170,0.01380,0.08490
7.4616,-0.20680,0.10590,-0.03090
7.5216,-0.00380,-0.00010,0.07800
7.5817,0.05690,0.12540,-0.02790
7.6416,-0.08970,0.17410,-0.03480
7.7022,-0.06260,-0.10820,0.14780
7.7619,-0.15060,0.01010,-0.14860
7.8219,-0.10700,-0.02440,-0.13190
7.8824,-0.25450,-0.15100,-0.12250
7.9419,0.05770,0.14370,0.07590
8.0017,0.04860,0.06790,0.02000
8.0617,-0.07650,-0.06900,0.15390
8.1216,-0.11820,-0.00840,0.11730
8.1821,-0.03180,-0.05010,0.03640
8.2420,-0.08240,0.19860,0.04920
8.3016,-0.01270,0.03590,0.05760
8.3643,-0.09680,0.00520,-0.03920
8.4216,-0.05970,-0.00390,-0.05550
8.4816,-0.02220,-0.05300,-0.00470
8.5422,-0.15560,-0.02810,0.04270
8.6016,-0.00960,-0.01090,0.00860
8.6621,0.03140,0.01410,0.02790
8.7219,0.04210,0.13780,0.05730
8.7819,-0.02340,0.07010,0.06630
8.8422,-0.04130,-0.01910,0.02280
8.9053,-0.09440,0.02270,-0.03910
8.9628,-0.06000,0.13950,0.01390
9.0218,-0.05830,0.07840,0.08690
9.0818,-0.03350,-0.25790,0.03250
9.1418,-0.11300,-0.00230,0.02030
9.2018,0.09560,0.19990,-0.01530
9.2616,0.00120,0.02350,-0.06610
9.3218,0.01310,-0.11760,0.01570
9.3819,0.07490,0.00780,0.12200
9.4423,-0.10490,0.08500,0.21850
9.5018,-0.21950,0.04390,0.21810
9.5617,-0.09350,0.11280,0.03710
9.6216,-0.31060,0.04690,-0.29750
9.6820,-0.32680,-0.07380,-0.16130
9.7418,0.21840,-0.00770,0.16000
9.8021,-0.12000,0.00580,-0.00100
9.8636,-0.06660,0.06490,-0.01230
9.9215,0.07830,0.07900,-0.03610
