time,X_value,Y_value,Z_value
5.4460,-0.11750,-0.01190,0.12940
5.5061,-0.04640,0.03960,0.04740
5.5663,-0.12840,0.12850,-0.01390
5.6257,-0.09340,0.00190,0.13070
5.6855,-0.10970,-0.03940,-0.04450
5.7479,-0.04250,0.09850,0.00360
5.8085,-0.18630,-0.13040,0.11020
5.8659,-0.12870,0.09710,0.00360
5.9256,-0.07320,0.08090,0.14020
5.9857,-0.12250,0.06350,0.10450
6.0457,-0.17830,0.01630,-0.07090
6.1057,0.08550,0.04910,0.21600
6.1700,-0.31850,0.31950,-0.03500
6.2263,-0.42950,0.43630,0.06680
6.2858,0.01430,0.28220,0.14790
6.3456,-0.26070,-0.04470,0.19850
6.4102,-0.31350,0.34130,-0.02640
6.4661,-0.23260,0.62830,-0.31610
6.5271,-0.67810,0.89150,-0.38510
6.5942,-0.39710,1.15100,-0.95440
6.6456,-0.69200,1.74560,-0.46210
6.7074,-0.31320,1.89220,-0.43490
6.7689,0.15880,1.87390,0.12160
6.8256,0.50380,-0.37880,0.34680
6.8912,-0.19520,-0.46870,0.94150
6.9459,-0.00330,-0.51210,0.85380
7.0105,0.26930,-0.54970,-0.30920
7.0659,0.26800,-1.81000,0.83260
7.1259,0.18280,-1.05480,0.00320
7.1856,0.01140,-1.30630,-0.76120
7.2460,0.56840,-0.91550,-0.42140
7.3084,-0.86640,-2.00370,-0.51440
7.3656,-0.88470,-2.71070,0.34230
7.4263,-0.77190,-3.51090,1.10050
7.4857,-0.04910,-3.69440,1.18990
7.5456,0.95430,-2.14230,0.73840
7.6055,1.55990,-0.73680,-0.09370
7.6655,1.86250,-0.02070,-1.07120
7.7256,1.69130,0.22810,-1.37970
7.7861,1.60420,0.42350,-0.57970
7.8455,1.34310,0.45180,-0.61820
7.9055,0.69360,0.85700,-0.20560
7.9661,0.93660,0.70360,0.38910
8.0255,0.75640,0.86390,0.46980
8.0855,0.62930,0.68020,0.37870
8.1456,0.47890,0.59150,-0.02100
8.2058,0.26140,0.44320,0.02760
8.2659,0.14250,0.27990,0.10910
8.3255,0.25430,0.02940,-0.04180
8.3860,0.14460,0.38090,0.03660
8.4455,0.09680,0.13630,0.20860
8.5055,0.27990,-0.00600,0.14780
8.5658,-0.18890,0.19000,0.12820
8.6256,-0.21960,-0.12230,0.19560
8.6857,-0.12270,-0.01390,0.38030
8.7455,-0.18750,0.12540,0.09060
8.8090,0.22910,0.06170,0.23960
