time,X_value,Y_value,Z_value
2.6246,0.42400,0.21200,1.58730
2.6846,-0.16230,-0.01100,1.64320
2.7453,0.39960,-0.05740,0.79790
2.8058,0.68840,0.78720,0.67600
2.8649,0.28980,0.67340,0.31500
2.9248,-0.03700,0.00190,0.21580
2.9846,-0.23500,-0.11560,-0.25490
3.0446,0.35050,-0.15950,-0.32130
3.1046,-0.10760,-0.41630,-0.24640
3.1656,-0.48170,0.03680,-0.50890
3.2257,-1.00290,-0.64510,-2.36190
3.2851,-5.51720,-12.38280,-12.14210
3.3453,-5.05970,-15.91460,-13.00580
3.4049,-4.33510,19.09440,-10.24010
3.4649,-10.05260,16.78510,0.68650
3.5263,-3.05260,0.30970,1.05520
3.5848,-4.60010,0.58790,2.91490
3.6451,3.16140,3.36690,1.76270
3.7048,-2.01200,-0.98400,1.04880
3.7648,1.12050,1.40480,1.18100
3.8245,0.08390,-0.56870,0.53040
3.8851,0.69980,-0.40060,0.60150
3.9448,0.55700,-0.29390,0.44610
4.0067,1.11000,-0.10510,0.24870
4.0645,0.24230,-0.41270,0.02160
4.1251,0.62460,-0.04200,-0.28520
4.1848,0.21950,-0.08810,0.03960
4.2446,0.36900,0.38980,-0.34430
4.3046,0.02860,-0.49710,0.14440
4.3653,0.27870,-0.38320,0.26340
4.4158,0.18360,0.78420,-0.43170
4.4746,-0.21480,0.19410,-0.37280
4.5345,0.09790,-0.76670,0.30700
4.5947,-0.31860,0.15150,0.01000
4.6549,0.31430,0.23390,0.22280
4.7146,-0.20220,-0.19060,0.23410
4.7745,0.05150,-0.37880,0.72290
4.8349,-0.10240,0.34910,0.37420
4.8949,0.11470,0.39720,0.23890
4.9547,0.16090,0.16790,0.26830
5.0162,0.01370,0.67360,-0.08450
5.0746,0.14500,0.59350,-0.10690
5.1350,-0.16190,0.28810,-0.01350
5.1946,-0.77840,0.01000,0.16610
5.2549,-1.07970,-0.34330,0.23440
5.3147,-0.50730,-0.48330,0.49310
5.3748,-0.36690,-0.31590,0.46740
5.4349,0.04260,-0.42750,0.39690
5.4946,-0.24620,-0.37380,-0.04220
5.5554,0.06650,-0.15090,-0.01000
5.6148,0.14410,-0.33240,0.11070
5.6756,0.41670,-0.01790,0.13160
5.7352,-0.15010,0.11290,-0.29300
5.7953,0.04330,0.05650,-0.05150
5.8546,0.02180,-0.13620,-0.00290
5.9148,-0.12220,0.04590,0.01000
5.9757,-0.26420,0.13200,-0.18550
6.0349,-0.09660,0.08680,-0.07550
6.0949,-0.17290,0.13680,-0.07820
6.1549,-0.11680,0.17490,-0.09720
6.2151,-0.03320,0.15050,0.03250
6.2751,-0.04070,0.16420,0.03880
6.3345,0.06220,0.04850,0.04950
6.3951,-0.00730,0.05600,0.09830
6.4570,0.04090,0.10890,0.06010
6.5155,0.01970,0.07700,0.01310
6.5748,0.16270,0.03600,0.06100
6.6354,-0.09800,-0.00610,-0.01550
6.6945,0.02410,0.08780,0.03600
6.7552,0.02850,0.16620,-0.01170
6.8149,-0.03870,0.16060,-0.09300
6.8746,-0.00620,0.16220,-0.05240
6.9353,0.00590,0.09050,-0.05900
6.9946,0.04300,0.08100,-0.05170
7.0548,0.03030,0.10390,0.03650
7.1148,-0.05190,0.13700,0.03290
7.1746,-0.12680,0.07620,-0.05930
7.2355,0.04380,0.16120,-0.06900
7.2945,-0.06570,0.10980,0.00110
7.3546,-0.05590,0.05950,-0.00820
7.4163,-0.05340,0.11640,-0.00860
7.4749,-0.03110,0.10200,0.10620
7.5350,-0.07290,0.03760,0.02350
7.5947,0.00580,0.07890,-0.00080
7.6547,-0.02860,0.08200,-0.03310
7.7158,0.00440,0.12940,0.01160
7.7751,-0.03890,0.09230,0.02510
7.8347,-0.06980,0.04420,-0.02080
7.8846,-0.10070,0.08630,-0.18200
7.9445,0.36990,-0.05550,0.19790
